Name,Data File,Type,Level,Acq. Date-Time,FA14:0 Results_Area,FA14:0 Results_RT,FA16:0 Results_Area,FA16:0 Results_RT,FA16:1n7 Results_Area,FA16:1n7 Results_RT,FA18:0 Results_Area,FA18:0 Results_RT,FA18:1n9cis Results_Area,FA18:1n9cis Results_RT,FA18:1n9trans Results_Area,FA18:1n9trans Results_RT,FA18:2n6 Results_Area,FA18:2n6 Results_RT,FA18:3n6 Results_Area,FA18:3n6 Results_RT,FA18:3n3 Results_Area,FA18:3n3 Results_RT,FA20:0 Results_Area,FA20:0 Results_RT,FA20:1n9 Results_Area,FA20:1n9 Results_RT,FA20:2n6 Results_Area,FA20:2n6 Results_RT,FA20:3n6 Results_Area,FA20:3n6 Results_RT,FA20:4n6 Results_Area,FA20:4n6 Results_RT,FA22:0 Results_Area,FA22:0 Results_RT,FA20:5n3 Results_Area,FA20:5n3 Results_RT,FA22:1 Results_Area,FA22:1 Results_RT,FA22:4 Results_Area,FA22:4 Results_RT,FA22:2dubte Results_Area,FA22:2dubte Results_RT,FA22:6n3 Results_Area,FA22:6n3 Results_RT,FA24:0 Results_Area,FA24:0 Results_RT,FA24:1n9 Results_Area,FA24:1n9 Results_RT
FAMEmix_100ug/mL,F-004-56-FAMEMIX_100UG_ML_FAME2023 int.D,Sample,,1/22/2024 2:53 PM,312151,3.902,470909,4.825,144624,5.020,316300,5.902,171251,6.000,323395,6.069,138700,6.375,117771,6.575,114453,6.744,287901,7.019,141017,7.201,126432,7.528,107338,7.737,103296,7.877,251313,8.238,86400,8.341,123028,8.530,105199,8.919,112045,8.975,202921,9.841,94697,10.190,66227,10.297
